File,Year,IWC,Resolution or Document  No,Subject,Country,Vote,Notes,Matrix Decision ID
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,San Marino,5,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,Senegal,0,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,Slovak Republic,2,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,Slovenia,2,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,Solomon Islands,0,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,South Africa,2,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,Spain,2,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,Suriname,0,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,Sweden,2,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,Switzerland,2,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,Tanzania,1,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,Togo,0,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,Tuvalu,1,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,UK,2,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,USA,2,,193
RS10101_2014 Voting Record IWC65.pdf,2014,65,,Schedule Amendment to permit catching of minke whales by small-type whaling vessels,Uruguay,2,,193
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Antigua & Barbuda,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Argentina,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Australia,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Austria,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Belgium,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Belize,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Benin,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Brazil,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Bulgaria,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Cambodia,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Cameroon,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Chile,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,"China, People's Rep.",5,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Colombia,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,"Congo, Republic of",0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Costa Rica,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Cote d'Ivoire,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Croatia,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Cyprus,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Czech Republic,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Denmark,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Dominica,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Dominican Republic,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Ecuador,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Eritrea,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Estonia,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Finland,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,France,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Gabon,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Gambia,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Germany,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,"Ghana, Rep. of",2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Grenada,3,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Guatemala,5,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Guinea-Bissau,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,"Guinea, Rep. of",2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Hungary,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Iceland,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,India,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Ireland,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Israel,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Italy,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Japan,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Kenya,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Kiribati,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,"Korea, Republic of",2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,"Lao, People's Dem. Rep.",2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Lithuania,5,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Luxembourg,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Mali,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,"Marshall Islands, Rep. of",5,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Mauritania,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Mexico,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Monaco,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Mongolia,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Morocco,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Nauru,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Netherlands,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,New Zealand,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Nicaragua,5,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Norway,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Oman,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,"Palau, Rep. of",0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Panama,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Peru,5,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Poland,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Portugal,5,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Romania,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Russian Federation,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,St. Kitts and Nevis,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,St. Lucia,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,St. Vincent & G.,3,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,San Marino,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Senegal,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Slovak Republic,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Slovenia,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Solomon Islands,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,South Africa,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Spain,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Suriname,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Sweden,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Switzerland,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Tanzania,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Togo,0,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Tuvalu,2,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,UK,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,USA,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,IWC/66/09,Schedule Amendment to Establish a South Atlantic Sanctuary,Uruguay,1,,194
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Antigua & Barbuda,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Argentina,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Australia,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Austria,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Belgium,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Belize,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Benin,3,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Brazil,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Bulgaria,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Cambodia,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Cameroon,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Chile,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,"China, People's Rep.",5,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Colombia,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,"Congo, Republic of",0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Costa Rica,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Cote d'Ivoire,3,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Croatia,9,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Cyprus,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Czech Republic,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Denmark,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Dominica,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Dominican Republic,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Ecuador,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Eritrea,3,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Estonia,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Finland,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,France,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Gabon,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Gambia,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Germany,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,"Ghana, Rep. of",2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Grenada,3,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Guatemala,5,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Guinea-Bissau,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,"Guinea, Rep. of",2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Hungary,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Iceland,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,India,3,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Ireland,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Israel,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Italy,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Japan,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Kenya,3,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Kiribati,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,"Korea, Republic of",3,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,"Lao, People's Dem. Rep.",2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Lithuania,5,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Luxembourg,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Mali,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,"Marshall Islands, Rep. of",5,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Mauritania,3,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Mexico,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Monaco,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Mongolia,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Morocco,3,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Nauru,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Netherlands,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,New Zealand,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Nicaragua,5,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Norway,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Oman,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,"Palau, Rep. of",0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Panama,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Peru,5,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Poland,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Portugal,5,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Romania,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Russian Federation,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,St. Kitts and Nevis,9,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,St. Lucia,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,St. Vincent & G.,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,San Marino,9,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Senegal,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Slovak Republic,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Slovenia,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Solomon Islands,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,South Africa,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Spain,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Suriname,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Sweden,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Switzerland,3,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Tanzania,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Togo,0,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Tuvalu,2,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,UK,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,USA,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Improving the Review Process for Whaling under Special Permit,Uruguay,1,,195
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Cetaceans and Their Contributions to Ecosystem Functioning,Antigua & Barbuda,2,,196
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Cetaceans and Their Contributions to Ecosystem Functioning,Argentina,1,,196
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Cetaceans and Their Contributions to Ecosystem Functioning,Australia,1,,196
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Cetaceans and Their Contributions to Ecosystem Functioning,Austria,1,,196
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Cetaceans and Their Contributions to Ecosystem Functioning,Belgium,1,,196
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Cetaceans and Their Contributions to Ecosystem Functioning,Belize,0,,196
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Cetaceans and Their Contributions to Ecosystem Functioning,Benin,3,,196
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Cetaceans and Their Contributions to Ecosystem Functioning,Brazil,1,,196
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Cetaceans and Their Contributions to Ecosystem Functioning,Bulgaria,0,,196
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Cetaceans and Their Contributions to Ecosystem Functioning,Cambodia,3,,196
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Cetaceans and Their Contributions to Ecosystem Functioning,Cameroon,0,,196
RS10104_2016 Voting Record IWC66.pdf,2016,66,,Resolution on Cetaceans and Their Contributions to Ecosystem Functioning,Chile,1,,196
